Year,Increment,FishID,Length,Capture_age_chron,Collection_year,Cohort,sex,Weight,Increment_age,PDO,SSTv4
1997,0.042722,R140_21,35,27,2008,1981,1,466,17,6.0545831,6.0545831
1998,0.045592,R140_21,35,27,2008,1981,1,466,18,5.7722394,5.7722394
1999,0.01763,R140_21,35,27,2008,1981,1,466,19,4.70638508,4.70638508
2000,0.030914,R140_21,35,27,2008,1981,1,466,20,5.12424454,5.12424454
2001,0.038294,R140_21,35,27,2008,1981,1,466,21,5.3685169,5.3685169
2002,0.041246,R140_21,35,27,2008,1981,1,466,22,5.79371722,5.79371722
2003,0.048544,R140_21,35,27,2008,1981,1,466,23,6.0759167,6.0759167
2004,0.038294,R140_21,35,27,2008,1981,1,466,24,6.0149829,6.0149829
2005,0.047068,R140_21,35,27,2008,1981,1,466,25,5.8702298,5.8702298
2006,0.01763,R140_21,35,27,2008,1981,1,466,26,5.26322844,5.26322844
1992,0.050102,R140_22,37,21,2008,1987,2,618,6,5.15318766,5.15318766
1993,0.067814,R140_22,37,21,2008,1987,2,618,7,6.0813382,6.0813382
1994,0.035342,R140_22,37,21,2008,1987,2,618,8,5.3507835,5.3507835
1995,0.067814,R140_22,37,21,2008,1987,2,618,9,5.3110536,5.3110536
1996,0.057482,R140_22,37,21,2008,1987,2,618,10,5.2936518,5.2936518
1997,0.060434,R140_22,37,21,2008,1987,2,618,11,6.0545831,6.0545831
1998,0.038294,R140_22,37,21,2008,1987,2,618,12,5.7722394,5.7722394
1999,0.02501,R140_22,37,21,2008,1987,2,618,13,4.70638508,4.70638508
2000,0.02501,R140_22,37,21,2008,1987,2,618,14,5.12424454,5.12424454
2001,0.023616,R140_22,37,21,2008,1987,2,618,15,5.3685169,5.3685169
2002,0.038294,R140_22,37,21,2008,1987,2,618,16,5.79371722,5.79371722
2003,0.038294,R140_22,37,21,2008,1987,2,618,17,6.0759167,6.0759167
2004,0.056006,R140_22,37,21,2008,1987,2,618,18,6.0149829,6.0149829
2005,0.035342,R140_22,37,21,2008,1987,2,618,19,5.8702298,5.8702298
2006,0.027962,R140_22,37,21,2008,1987,2,618,20,5.26322844,5.26322844
1989,0.051496,R140_23,,26,2008,1982,1,,8,5.29498727,5.29498727
1990,0.047068,R140_23,,26,2008,1982,1,,9,5.30396262,5.30396262
1991,0.044116,R140_23,,26,2008,1982,1,,10,5.57854866,5.57854866
1992,0.044116,R140_23,,26,2008,1982,1,,11,5.15318766,5.15318766
1993,0.044116,R140_23,,26,2008,1982,1,,12,6.0813382,6.0813382
1994,0.033866,R140_23,,26,2008,1982,1,,13,5.3507835,5.3507835
1995,0.036818,R140_23,,26,2008,1982,1,,14,5.3110536,5.3110536
1996,0.039688,R140_23,,26,2008,1982,1,,15,5.2936518,5.2936518
1997,0.033866,R140_23,,26,2008,1982,1,,16,6.0545831,6.0545831
1998,0.03239,R140_23,,26,2008,1982,1,,17,5.7722394,5.7722394
1999,0.019106,R140_23,,26,2008,1982,1,,18,4.70638508,4.70638508
2000,0.019106,R140_23,,26,2008,1982,1,,19,5.12424454,5.12424454
2001,0.029438,R140_23,,26,2008,1982,1,,20,5.3685169,5.3685169
2002,0.038212,R140_23,,26,2008,1982,1,,21,5.79371722,5.79371722
2003,0.041164,R140_23,,26,2008,1982,1,,22,6.0759167,6.0759167
2004,0.04264,R140_23,,26,2008,1982,1,,23,6.0149829,6.0149829
2005,0.036818,R140_23,,26,2008,1982,1,,24,5.8702298,5.8702298
2006,0.026486,R140_23,,26,2008,1982,1,,25,5.26322844,5.26322844
1992,0.03977,R140_24,39,21,2008,1987,2,684,6,5.15318766,5.15318766
1993,0.067732,R140_24,39,21,2008,1987,2,684,7,6.0813382,6.0813382
1994,0.056006,R140_24,39,21,2008,1987,2,684,8,5.3507835,5.3507835
1995,0.038294,R140_24,39,21,2008,1987,2,684,9,5.3110536,5.3110536
1996,0.033866,R140_24,39,21,2008,1987,2,684,10,5.2936518,5.2936518
1997,0.029438,R140_24,39,21,2008,1987,2,684,11,6.0545831,6.0545831
1998,0.033866,R140_24,39,21,2008,1987,2,684,12,5.7722394,5.7722394
1999,0.017712,R140_24,39,21,2008,1987,2,684,13,4.70638508,4.70638508
2000,0.029438,R140_24,39,21,2008,1987,2,684,14,5.12424454,5.12424454
2001,0.022058,R140_24,39,21,2008,1987,2,684,15,5.3685169,5.3685169
2002,0.035342,R140_24,39,21,2008,1987,2,684,16,5.79371722,5.79371722
2003,0.042722,R140_24,39,21,2008,1987,2,684,17,6.0759167,6.0759167
2004,0.03977,R140_24,39,21,2008,1987,2,684,18,6.0149829,6.0149829
2005,0.03239,R140_24,39,21,2008,1987,2,684,19,5.8702298,5.8702298
2006,0.029438,R140_24,39,21,2008,1987,2,684,20,5.26322844,5.26322844
1994,0.036818,R140_25,40,20,2008,1988,2,742,7,5.3507835,5.3507835
1995,0.054448,R140_25,40,20,2008,1988,2,742,8,5.3110536,5.3110536
1996,0.04715,R140_25,40,20,2008,1988,2,742,9,5.2936518,5.2936518
1997,0.041246,R140_25,40,20,2008,1988,2,742,10,6.0545831,6.0545831
1998,0.054448,R140_25,40,20,2008,1988,2,742,11,5.7722394,5.7722394
1999,0.029438,R140_25,40,20,2008,1988,2,742,12,4.70638508,4.70638508
2000,0.052972,R140_25,40,20,2008,1988,2,742,13,5.12424454,5.12424454
2001,0.044198,R140_25,40,20,2008,1988,2,742,14,5.3685169,5.3685169
2002,0.058876,R140_25,40,20,2008,1988,2,742,15,5.79371722,5.79371722
2003,0.0574,R140_25,40,20,2008,1988,2,742,16,6.0759167,6.0759167
2004,0.048626,R140_25,40,20,2008,1988,2,742,17,6.0149829,6.0149829
2005,0.044198,R140_25,40,20,2008,1988,2,742,18,5.8702298,5.8702298
2006,0.029438,R140_25,40,20,2008,1988,2,742,19,5.26322844,5.26322844
1986,0.035342,R140_26,47,34,2008,1974,1,1302,13,5.16935397,5.16935397
1987,0.041164,R140_26,47,34,2008,1974,1,1302,14,5.8787333,5.8787333
1988,0.02501,R140_26,47,34,2008,1974,1,1302,15,5.1758543,5.1758543
1989,0.029438,R140_26,47,34,2008,1974,1,1302,16,5.29498727,5.29498727
1990,0.035342,R140_26,47,34,2008,1974,1,1302,17,5.30396262,5.30396262
1991,0.036818,R140_26,47,34,2008,1974,1,1302,18,5.57854866,5.57854866
1992,0.027962,R140_26,47,34,2008,1974,1,1302,19,5.15318766,5.15318766
1993,0.036818,R140_26,47,34,2008,1974,1,1302,20,6.0813382,6.0813382
1994,0.026486,R140_26,47,34,2008,1974,1,1302,21,5.3507835,5.3507835
1995,0.026486,R140_26,47,34,2008,1974,1,1302,22,5.3110536,5.3110536
1996,0.029438,R140_26,47,34,2008,1974,1,1302,23,5.2936518,5.2936518
1997,0.02501,R140_26,47,34,2008,1974,1,1302,24,6.0545831,6.0545831
1998,0.026486,R140_26,47,34,2008,1974,1,1302,25,5.7722394,5.7722394
1999,0.019106,R140_26,47,34,2008,1974,1,1302,26,4.70638508,4.70638508
2000,0.02501,R140_26,47,34,2008,1974,1,1302,27,5.12424454,5.12424454
2001,0.01763,R140_26,47,34,2008,1974,1,1302,28,5.3685169,5.3685169
2002,0.030914,R140_26,47,34,2008,1974,1,1302,29,5.79371722,5.79371722
2003,0.039688,R140_26,47,34,2008,1974,1,1302,30,6.0759167,6.0759167
2004,0.041164,R140_26,47,34,2008,1974,1,1302,31,6.0149829,6.0149829
2005,0.04264,R140_26,47,34,2008,1974,1,1302,32,5.8702298,5.8702298
2006,0.026486,R140_26,47,34,2008,1974,1,1302,33,5.26322844,5.26322844
1986,0.045674,R140_27,32,28,2008,1980,1,366,7,5.16935397,5.16935397
1987,0.053054,R140_27,32,28,2008,1980,1,366,8,5.8787333,5.8787333
1988,0.067732,R140_27,32,28,2008,1980,1,366,9,5.1758543,5.1758543
1989,0.036818,R140_27,32,28,2008,1980,1,366,10,5.29498727,5.29498727
1990,0.045674,R140_27,32,28,2008,1980,1,366,11,5.30396262,5.30396262
1991,0.044198,R140_27,32,28,2008,1980,1,366,12,5.57854866,5.57854866
1992,0.03239,R140_27,32,28,2008,1980,1,366,13,5.15318766,5.15318766
1993,0.035342,R140_27,32,28,2008,1980,1,366,14,6.0813382,6.0813382
1994,0.044198,R140_27,32,28,2008,1980,1,366,15,5.3507835,5.3507835
1995,0.03239,R140_27,32,28,2008,1980,1,366,16,5.3110536,5.3110536
1996,0.036818,R140_27,32,28,2008,1980,1,366,17,5.2936518,5.2936518
1997,0.03977,R140_27,32,28,2008,1980,1,366,18,6.0545831,6.0545831
1998,0.033866,R140_27,32,28,2008,1980,1,366,19,5.7722394,5.7722394
1999,0.02214,R140_27,32,28,2008,1980,1,366,20,4.70638508,4.70638508
2000,0.023534,R140_27,32,28,2008,1980,1,366,21,5.12424454,5.12424454
2001,0.013284,R140_27,32,28,2008,1980,1,366,22,5.3685169,5.3685169
2002,0.053054,R140_27,32,28,2008,1980,1,366,23,5.79371722,5.79371722
2003,0.042722,R140_27,32,28,2008,1980,1,366,24,6.0759167,6.0759167
2004,0.035342,R140_27,32,28,2008,1980,1,366,25,6.0149829,6.0149829
2005,0.036818,R140_27,32,28,2008,1980,1,366,26,5.8702298,5.8702298
2001,0.0795,2016_3,35,18,2016,1998,2,428,4,5.3685169,5.3685169
2002,0.0766,2016_3,35,18,2016,1998,2,428,5,5.79371722,5.79371722
2003,0.0722,2016_3,35,18,2016,1998,2,428,6,6.0759167,6.0759167
2004,0.0604,2016_3,35,18,2016,1998,2,428,7,6.0149829,6.0149829
2005,0.0751,2016_3,35,18,2016,1998,2,428,8,5.8702298,5.8702298
2006,0.0427,2016_3,35,18,2016,1998,2,428,9,5.26322844,5.26322844
2007,0.0324,2016_3,35,18,2016,1998,2,428,10,5.03499357,5.03499357
2008,0.025,2016_3,35,18,2016,1998,2,428,11,4.71685837,4.71685837
2009,0.0354,2016_3,35,18,2016,1998,2,428,12,4.90519256,4.90519256
2010,0.028,2016_3,35,18,2016,1998,2,428,13,4.708319786,4.708319786
2011,0.0486,2016_3,35,18,2016,1998,2,428,14,4.8443986,4.8443986
2012,0.0412,2016_3,35,18,2016,1998,2,428,15,4.224856867,4.224856867
2013,0.0295,2016_3,35,18,2016,1998,2,428,16,5.18397497,5.18397497
2014,0.0412,2016_3,35,18,2016,1998,2,428,17,6.6587505,6.6587505
1995,0.0795,2016_4,34,25,2016,1991,2,476,5,5.3110536,5.3110536
1996,0.0884,2016_4,34,25,2016,1991,2,476,6,5.2936518,5.2936518
1997,0.0972,2016_4,34,25,2016,1991,2,476,7,6.0545831,6.0545831
1998,0.0737,2016_4,34,25,2016,1991,2,476,8,5.7722394,5.7722394
1999,0.0368,2016_4,34,25,2016,1991,2,476,9,4.70638508,4.70638508
2000,0.056,2016_4,34,25,2016,1991,2,476,10,5.12424454,5.12424454
2001,0.0575,2016_4,34,25,2016,1991,2,476,11,5.3685169,5.3685169
2002,0.053,2016_4,34,25,2016,1991,2,476,12,5.79371722,5.79371722
2003,0.0619,2016_4,34,25,2016,1991,2,476,13,6.0759167,6.0759167
2004,0.0486,2016_4,34,25,2016,1991,2,476,14,6.0149829,6.0149829
2005,0.053,2016_4,34,25,2016,1991,2,476,15,5.8702298,5.8702298
2006,0.0398,2016_4,34,25,2016,1991,2,476,16,5.26322844,5.26322844
2007,0.0324,2016_4,34,25,2016,1991,2,476,17,5.03499357,5.03499357
2008,0.0354,2016_4,34,25,2016,1991,2,476,18,4.71685837,4.71685837
2009,0.0309,2016_4,34,25,2016,1991,2,476,19,4.90519256,4.90519256
2010,0.0206,2016_4,34,25,2016,1991,2,476,20,4.708319786,4.708319786
2011,0.0412,2016_4,34,25,2016,1991,2,476,21,4.8443986,4.8443986
2012,0.028,2016_4,34,25,2016,1991,2,476,22,4.224856867,4.224856867
2013,0.025,2016_4,34,25,2016,1991,2,476,23,5.18397497,5.18397497
2014,0.0368,2016_4,34,25,2016,1991,2,476,24,6.6587505,6.6587505
2001,0.0486,2016_91,37,21,2016,1995,2,656,7,5.3685169,5.3685169
2002,0.0663,2016_91,37,21,2016,1995,2,656,8,5.79371722,5.79371722
2003,0.0722,2016_91,37,21,2016,1995,2,656,9,6.0759167,6.0759167
2004,0.0516,2016_91,37,21,2016,1995,2,656,10,6.0149829,6.0149829
2005,0.0678,2016_91,37,21,2016,1995,2,656,11,5.8702298,5.8702298
2006,0.0531,2016_91,37,21,2016,1995,2,656,12,5.26322844,5.26322844
2007,0.0486,2016_91,37,21,2016,1995,2,656,13,5.03499357,5.03499357
2008,0.0369,2016_91,37,21,2016,1995,2,656,14,4.71685837,4.71685837
2009,0.0442,2016_91,37,21,2016,1995,2,656,15,4.90519256,4.90519256
2010,0.0413,2016_91,37,21,2016,1995,2,656,16,4.708319786,4.708319786
2011,0.0398,2016_91,37,21,2016,1995,2,656,17,4.8443986,4.8443986
2012,0.0192,2016_91,37,21,2016,1995,2,656,18,4.224856867,4.224856867
2013,0.0369,2016_91,37,21,2016,1995,2,656,19,5.18397497,5.18397497
2014,0.0457,2016_91,37,21,2016,1995,2,656,20,6.6587505,6.6587505
2015,0.0708,2016_91,37,21,2016,1995,2,656,21,6.3742236,6.3742236
1998,0.0707,2016_94,36,21,2016,1995,2,554,4,5.7722394,5.7722394
1999,0.0501,2016_94,36,21,2016,1995,2,554,5,4.70638508,4.70638508
2000,0.0619,2016_94,36,21,2016,1995,2,554,6,5.12424454,5.12424454
2001,0.0693,2016_94,36,21,2016,1995,2,554,7,5.3685169,5.3685169
2002,0.1002,2016_94,36,21,2016,1995,2,554,8,5.79371722,5.79371722
2003,0.0796,2016_94,36,21,2016,1995,2,554,9,6.0759167,6.0759167
2004,0.081,2016_94,36,21,2016,1995,2,554,10,6.0149829,6.0149829
2005,0.0575,2016_94,36,21,2016,1995,2,554,11,5.8702298,5.8702298
2006,0.053,2016_94,36,21,2016,1995,2,554,12,5.26322844,5.26322844
2007,0.0545,2016_94,36,21,2016,1995,2,554,13,5.03499357,5.03499357
2008,0.0427,2016_94,36,21,2016,1995,2,554,14,4.71685837,4.71685837
2009,0.056,2016_94,36,21,2016,1995,2,554,15,4.90519256,4.90519256
2010,0.0486,2016_94,36,21,2016,1995,2,554,16,4.708319786,4.708319786
2011,0.0634,2016_94,36,21,2016,1995,2,554,17,4.8443986,4.8443986
2012,0.0383,2016_94,36,21,2016,1995,2,554,18,4.224856867,4.224856867
2013,0.0457,2016_94,36,21,2016,1995,2,554,19,5.18397497,5.18397497
2014,0.0589,2016_94,36,21,2016,1995,2,554,20,6.6587505,6.6587505
2015,0.0545,2016_94,36,21,2016,1995,2,554,21,6.3742236,6.3742236
2001,0.0648,2016_10,31,19,2016,1997,1,326,5,5.3685169,5.3685169
2002,0.0973,2016_10,31,19,2016,1997,1,326,6,5.79371722,5.79371722
2003,0.0693,2016_10,31,19,2016,1997,1,326,7,6.0759167,6.0759167
2004,0.0722,2016_10,31,19,2016,1997,1,326,8,6.0149829,6.0149829
2005,0.0707,2016_10,31,19,2016,1997,1,326,9,5.8702298,5.8702298
2006,0.0575,2016_10,31,19,2016,1997,1,326,10,5.26322844,5.26322844
2007,0.0368,2016_10,31,19,2016,1997,1,326,11,5.03499357,5.03499357
2008,0.0295,2016_10,31,19,2016,1997,1,326,12,4.71685837,4.71685837
2009,0.0309,2016_10,31,19,2016,1997,1,326,13,4.90519256,4.90519256
2010,0.0339,2016_10,31,19,2016,1997,1,326,14,4.708319786,4.708319786
2011,0.0398,2016_10,31,19,2016,1997,1,326,15,4.8443986,4.8443986
2012,0.0354,2016_10,31,19,2016,1997,1,326,16,4.224856867,4.224856867
2013,0.0251,2016_10,31,19,2016,1997,1,326,17,5.18397497,5.18397497
2014,0.0427,2016_10,31,19,2016,1997,1,326,18,6.6587505,6.6587505
2015,0.0354,2016_10,31,19,2016,1997,1,326,19,6.3742236,6.3742236
1987,0.0516,2016_136,36,32,2016,1984,2,512,4,5.8787333,5.8787333
1988,0.0501,2016_136,36,32,2016,1984,2,512,5,5.1758543,5.1758543
1989,0.0575,2016_136,36,32,2016,1984,2,512,6,5.29498727,5.29498727
1990,0.0634,2016_136,36,32,2016,1984,2,512,7,5.30396262,5.30396262
1991,0.0575,2016_136,36,32,2016,1984,2,512,8,5.57854866,5.57854866
1992,0.0501,2016_136,36,32,2016,1984,2,512,9,5.15318766,5.15318766
1993,0.0472,2016_136,36,32,2016,1984,2,512,10,6.0813382,6.0813382
1994,0.0427,2016_136,36,32,2016,1984,2,512,11,5.3507835,5.3507835
1995,0.0295,2016_136,36,32,2016,1984,2,512,12,5.3110536,5.3110536
1996,0.031,2016_136,36,32,2016,1984,2,512,13,5.2936518,5.2936518
1997,0.0413,2016_136,36,32,2016,1984,2,512,14,6.0545831,6.0545831
1998,0.0324,2016_136,36,32,2016,1984,2,512,15,5.7722394,5.7722394
1999,0.0177,2016_136,36,32,2016,1984,2,512,16,4.70638508,4.70638508
2000,0.031,2016_136,36,32,2016,1984,2,512,17,5.12424454,5.12424454
2001,0.0383,2016_136,36,32,2016,1984,2,512,18,5.3685169,5.3685169
2002,0.028,2016_136,36,32,2016,1984,2,512,19,5.79371722,5.79371722
2003,0.0427,2016_136,36,32,2016,1984,2,512,20,6.0759167,6.0759167
2004,0.031,2016_136,36,32,2016,1984,2,512,21,6.0149829,6.0149829
2005,0.028,2016_136,36,32,2016,1984,2,512,22,5.8702298,5.8702298
2006,0.031,2016_136,36,32,2016,1984,2,512,23,5.26322844,5.26322844
2007,0.0118,2016_136,36,32,2016,1984,2,512,24,5.03499357,5.03499357
2008,0.0192,2016_136,36,32,2016,1984,2,512,25,4.71685837,4.71685837
2009,0.0265,2016_136,36,32,2016,1984,2,512,26,4.90519256,4.90519256
2010,0.0265,2016_136,36,32,2016,1984,2,512,27,4.708319786,4.708319786
2011,0.0354,2016_136,36,32,2016,1984,2,512,28,4.8443986,4.8443986
2012,0.0221,2016_136,36,32,2016,1984,2,512,29,4.224856867,4.224856867
2013,0.0177,2016_136,36,32,2016,1984,2,512,30,5.18397497,5.18397497
2014,0.0339,2016_136,36,32,2016,1984,2,512,31,6.6587505,6.6587505
2015,0.0221,2016_136,36,32,2016,1984,2,512,32,6.3742236,6.3742236
1997,0.0707,2016_141,35,21,2016,1995,2,502,3,6.0545831,6.0545831
1998,0.0545,2016_141,35,21,2016,1995,2,502,4,5.7722394,5.7722394
1999,0.0427,2016_141,35,21,2016,1995,2,502,5,4.70638508,4.70638508
2000,0.0604,2016_141,35,21,2016,1995,2,502,6,5.12424454,5.12424454
2001,0.0516,2016_141,35,21,2016,1995,2,502,7,5.3685169,5.3685169
2002,0.053,2016_141,35,21,2016,1995,2,502,8,5.79371722,5.79371722
2003,0.053,2016_141,35,21,2016,1995,2,502,9,6.0759167,6.0759167
2004,0.0472,2016_141,35,21,2016,1995,2,502,10,6.0149829,6.0149829
2005,0.053,2016_141,35,21,2016,1995,2,502,11,5.8702298,5.8702298
2006,0.0324,2016_141,35,21,2016,1995,2,502,12,5.26322844,5.26322844
2007,0.028,2016_141,35,21,2016,1995,2,502,13,5.03499357,5.03499357
2008,0.028,2016_141,35,21,2016,1995,2,502,14,4.71685837,4.71685837
2009,0.0472,2016_141,35,21,2016,1995,2,502,15,4.90519256,4.90519256
2010,0.0442,2016_141,35,21,2016,1995,2,502,16,4.708319786,4.708319786
2011,0.0472,2016_141,35,21,2016,1995,2,502,17,4.8443986,4.8443986
2012,0.0221,2016_141,35,21,2016,1995,2,502,18,4.224856867,4.224856867
2013,0.0177,2016_141,35,21,2016,1995,2,502,19,5.18397497,5.18397497
2014,0.0427,2016_141,35,21,2016,1995,2,502,20,6.6587505,6.6587505
2015,0.0265,2016_141,35,21,2016,1995,2,502,21,6.3742236,6.3742236
1996,0.0708,2016_145,34,25,2016,1991,1,422,6,5.2936518,5.2936518
1997,0.0619,2016_145,34,25,2016,1991,1,422,7,6.0545831,6.0545831
1998,0.0472,2016_145,34,25,2016,1991,1,422,8,5.7722394,5.7722394
1999,0.0369,2016_145,34,25,2016,1991,1,422,9,4.70638508,4.70638508
2000,0.0545,2016_145,34,25,2016,1991,1,422,10,5.12424454,5.12424454
2001,0.0457,2016_145,34,25,2016,1991,1,422,11,5.3685169,5.3685169
2002,0.0457,2016_145,34,25,2016,1991,1,422,12,5.79371722,5.79371722
2003,0.0383,2016_145,34,25,2016,1991,1,422,13,6.0759167,6.0759167
2004,0.0383,2016_145,34,25,2016,1991,1,422,14,6.0149829,6.0149829
2005,0.0295,2016_145,34,25,2016,1991,1,422,15,5.8702298,5.8702298
2006,0.0147,2016_145,34,25,2016,1991,1,422,16,5.26322844,5.26322844
2007,0.028,2016_145,34,25,2016,1991,1,422,17,5.03499357,5.03499357
2008,0.031,2016_145,34,25,2016,1991,1,422,18,4.71685837,4.71685837
2009,0.0221,2016_145,34,25,2016,1991,1,422,19,4.90519256,4.90519256
2010,0.0221,2016_145,34,25,2016,1991,1,422,20,4.708319786,4.708319786
2011,0.0339,2016_145,34,25,2016,1991,1,422,21,4.8443986,4.8443986
2012,0.0192,2016_145,34,25,2016,1991,1,422,22,4.224856867,4.224856867
2013,0.028,2016_145,34,25,2016,1991,1,422,23,5.18397497,5.18397497
2014,0.0383,2016_145,34,25,2016,1991,1,422,24,6.6587505,6.6587505
2015,0.031,2016_145,34,25,2016,1991,1,422,25,6.3742236,6.3742236
2003,0.0457,2016_147,30,22,2016,1994,1,392,10,6.0759167,6.0759167
2004,0.053,2016_147,30,22,2016,1994,1,392,11,6.0149829,6.0149829
2005,0.0368,2016_147,30,22,2016,1994,1,392,12,5.8702298,5.8702298
2006,0.0368,2016_147,30,22,2016,1994,1,392,13,5.26322844,5.26322844
2007,0.0309,2016_147,30,22,2016,1994,1,392,14,5.03499357,5.03499357
2008,0.0324,2016_147,30,22,2016,1994,1,392,15,4.71685837,4.71685837
2009,0.0383,2016_147,30,22,2016,1994,1,392,16,4.90519256,4.90519256
2010,0.0265,2016_147,30,22,2016,1994,1,392,17,4.708319786,4.708319786
2011,0.0295,2016_147,30,22,2016,1994,1,392,18,4.8443986,4.8443986
2012,0.025,2016_147,30,22,2016,1994,1,392,19,4.224856867,4.224856867
2013,0.0295,2016_147,30,22,2016,1994,1,392,20,5.18397497,5.18397497
2014,0.0412,2016_147,30,22,2016,1994,1,392,21,6.6587505,6.6587505
2015,0.0368,2016_147,30,22,2016,1994,1,392,22,6.3742236,6.3742236
1998,0.0884,2016_153,41,20,2016,1996,1,744,3,5.7722394,5.7722394
1999,0.0383,2016_153,41,20,2016,1996,1,744,4,4.70638508,4.70638508
2000,0.0707,2016_153,41,20,2016,1996,1,744,5,5.12424454,5.12424454
2001,0.0663,2016_153,41,20,2016,1996,1,744,6,5.3685169,5.3685169
2002,0.0928,2016_153,41,20,2016,1996,1,744,7,5.79371722,5.79371722
2003,0.0825,2016_153,41,20,2016,1996,1,744,8,6.0759167,6.0759167
2004,0.0766,2016_153,41,20,2016,1996,1,744,9,6.0149829,6.0149829
2005,0.0472,2016_153,41,20,2016,1996,1,744,10,5.8702298,5.8702298
2006,0.0427,2016_153,41,20,2016,1996,1,744,11,5.26322844,5.26322844
2007,0.0413,2016_153,41,20,2016,1996,1,744,12,5.03499357,5.03499357
2008,0.0398,2016_153,41,20,2016,1996,1,744,13,4.71685837,4.71685837
2009,0.0339,2016_153,41,20,2016,1996,1,744,14,4.90519256,4.90519256
2010,0.0309,2016_153,41,20,2016,1996,1,744,15,4.708319786,4.708319786
2011,0.028,2016_153,41,20,2016,1996,1,744,16,4.8443986,4.8443986
2012,0.0309,2016_153,41,20,2016,1996,1,744,17,4.224856867,4.224856867
2013,0.0295,2016_153,41,20,2016,1996,1,744,18,5.18397497,5.18397497
2014,0.0339,2016_153,41,20,2016,1996,1,744,19,6.6587505,6.6587505
2015,0.0398,2016_153,41,20,2016,1996,1,744,20,6.3742236,6.3742236
2006,0.0501,2016_163,38,17,2016,1999,2,746,8,5.26322844,5.26322844
2007,0.0575,2016_163,38,17,2016,1999,2,746,9,5.03499357,5.03499357
2008,0.0633,2016_163,38,17,2016,1999,2,746,10,4.71685837,4.71685837
2009,0.0516,2016_163,38,17,2016,1999,2,746,11,4.90519256,4.90519256
2010,0.0412,2016_163,38,17,2016,1999,2,746,12,4.708319786,4.708319786
2011,0.0545,2016_163,38,17,2016,1999,2,746,13,4.8443986,4.8443986
2012,0.0354,2016_163,38,17,2016,1999,2,746,14,4.224856867,4.224856867
2013,0.0368,2016_163,38,17,2016,1999,2,746,15,5.18397497,5.18397497
2014,0.0383,2016_163,38,17,2016,1999,2,746,16,6.6587505,6.6587505
1997,0.0383,2016_174,38,25,2016,1991,1,680,7,6.0545831,6.0545831
1998,0.0354,2016_174,38,25,2016,1991,1,680,8,5.7722394,5.7722394
1999,0.0339,2016_174,38,25,2016,1991,1,680,9,4.70638508,4.70638508
2000,0.0546,2016_174,38,25,2016,1991,1,680,10,5.12424454,5.12424454
2001,0.0442,2016_174,38,25,2016,1991,1,680,11,5.3685169,5.3685169
2002,0.0398,2016_174,38,25,2016,1991,1,680,12,5.79371722,5.79371722
2003,0.0398,2016_174,38,25,2016,1991,1,680,13,6.0759167,6.0759167
2004,0.0324,2016_174,38,25,2016,1991,1,680,14,6.0149829,6.0149829
2005,0.0295,2016_174,38,25,2016,1991,1,680,15,5.8702298,5.8702298
2006,0.0236,2016_174,38,25,2016,1991,1,680,16,5.26322844,5.26322844
2007,0.0251,2016_174,38,25,2016,1991,1,680,17,5.03499357,5.03499357
2008,0.0236,2016_174,38,25,2016,1991,1,680,18,4.71685837,4.71685837
2009,0.0236,2016_174,38,25,2016,1991,1,680,19,4.90519256,4.90519256
2010,0.0265,2016_174,38,25,2016,1991,1,680,20,4.708319786,4.708319786
2011,0.028,2016_174,38,25,2016,1991,1,680,21,4.8443986,4.8443986
2012,0.0251,2016_174,38,25,2016,1991,1,680,22,4.224856867,4.224856867
2013,0.0192,2016_174,38,25,2016,1991,1,680,23,5.18397497,5.18397497
2014,0.0339,2016_174,38,25,2016,1991,1,680,24,6.6587505,6.6587505
1993,0.0398,2016_175,40,33,2016,1983,1,792,11,6.0813382,6.0813382
1994,0.0221,2016_175,40,33,2016,1983,1,792,12,5.3507835,5.3507835
1995,0.0369,2016_175,40,33,2016,1983,1,792,13,5.3110536,5.3110536
1996,0.0324,2016_175,40,33,2016,1983,1,792,14,5.2936518,5.2936518
1997,0.0221,2016_175,40,33,2016,1983,1,792,15,6.0545831,6.0545831
1998,0.0251,2016_175,40,33,2016,1983,1,792,16,5.7722394,5.7722394
1999,0.0206,2016_175,40,33,2016,1983,1,792,17,4.70638508,4.70638508
2000,0.0265,2016_175,40,33,2016,1983,1,792,18,5.12424454,5.12424454
2001,0.0251,2016_175,40,33,2016,1983,1,792,19,5.3685169,5.3685169
2002,0.0354,2016_175,40,33,2016,1983,1,792,20,5.79371722,5.79371722
2003,0.0324,2016_175,40,33,2016,1983,1,792,21,6.0759167,6.0759167
2004,0.0428,2016_175,40,33,2016,1983,1,792,22,6.0149829,6.0149829
2005,0.0295,2016_175,40,33,2016,1983,1,792,23,5.8702298,5.8702298
2006,0.0221,2016_175,40,33,2016,1983,1,792,24,5.26322844,5.26322844
2007,0.0236,2016_175,40,33,2016,1983,1,792,25,5.03499357,5.03499357
2008,0.0192,2016_175,40,33,2016,1983,1,792,26,4.71685837,4.71685837
2009,0.0221,2016_175,40,33,2016,1983,1,792,27,4.90519256,4.90519256
2010,0.0206,2016_175,40,33,2016,1983,1,792,28,4.708319786,4.708319786
2011,0.0295,2016_175,40,33,2016,1983,1,792,29,4.8443986,4.8443986
2012,0.0221,2016_175,40,33,2016,1983,1,792,30,4.224856867,4.224856867
2013,0.0265,2016_175,40,33,2016,1983,1,792,31,5.18397497,5.18397497
